city,after_2020_only,latitude,longitude,total_approved_Ihp_amount,total_approved_fema_assistance,declarationYear
"Pasadena, California",No,34.1458012,-118.1488888,689.99,2.0,2008
"Pasadena, California",No,34.1458012,-118.1488888,,,2018
"Pasadena, California",No,34.1458012,-118.1488888,,,2020
"Pasadena, California",No,34.1458012,-118.1488888,7275.51,1.0,2020
"Pasadena, California",No,34.1458012,-118.1488888,1304710.6500000001,772.0,2025
"Pasadena, California",No,34.1458012,-118.1488888,0.0,0.0,2018
"Pasadena, California",No,34.1458012,-118.1488888,0.0,0.0,2020
"Pasadena, California",No,34.1458012,-118.1488888,3465387.86,1930.0,2025
"Pasadena, California",No,34.1458012,-118.1488888,,,2018
"Pasadena, California",No,34.1458012,-118.1488888,3210.0,1.0,2020
"Pasadena, California",No,34.1458012,-118.1488888,60756.38,20.0,2025
"Pasadena, California",No,34.1458012,-118.1488888,0.0,0.0,2020
"Pasadena, California",No,34.1458012,-118.1488888,290518.87,90.0,2025
"Pasadena, California",No,34.1458012,-118.1488888,,,2020
"Pasadena, California",No,34.1458012,-118.1488888,0.0,0.0,2020
"Pasadena, California",No,34.1458012,-118.1488888,1894034.62,944.0,2025
"San Marino, California",No,34.121397,-118.1064585,,,2018
"San Marino, California",No,34.121397,-118.1064585,0.0,0.0,2020
"San Marino, California",No,34.121397,-118.1064585,3125.9700000000003,5.0,2025
"Pasadena, California",Yes,34.1458012,-118.1488888,,,2025
"Pasadena, California",Yes,34.1458012,-118.1488888,,,2025
"Glendale, California",No,34.1425078,-118.255075,0.0,0.0,2020
"Glendale, California",No,34.1425078,-118.255075,111851.48000000001,51.0,2025
"Glendale, California",No,34.1425078,-118.255075,,,2018
"Glendale, California",No,34.1425078,-118.255075,,,2018
"Glendale, California",No,34.1425078,-118.255075,0.0,0.0,2020
"Glendale, California",No,34.1425078,-118.255075,83620.17000000001,34.0,2025
"Glendale, California",Yes,34.1425078,-118.255075,0.0,0.0,2020
"Glendale, California",Yes,34.1425078,-118.255075,80813.36,39.0,2025
"Glendale, California",No,34.1425078,-118.255075,,,2018
"Glendale, California",No,34.1425078,-118.255075,0.0,0.0,2020
"Glendale, California",No,34.1425078,-118.255075,60800.25,36.0,2025
"Glendale, California",No,34.1425078,-118.255075,,,2020
"Glendale, California",No,34.1425078,-118.255075,186762.49,92.0,2025
"Glendale, California",No,34.1425078,-118.255075,0.0,0.0,2018
"Glendale, California",No,34.1425078,-118.255075,,,2020
"Glendale, California",No,34.1425078,-118.255075,183060.08000000002,129.0,2025
"Glendale, California",No,34.1425078,-118.255075,,,2018
"Glendale, California",No,34.1425078,-118.255075,,,2018
"Glendale, California",No,34.1425078,-118.255075,,,2020
"Glendale, California",No,34.1425078,-118.255075,39525.67,9.0,2025
"Glendale, California",No,34.1425078,-118.255075,,,2018
"Glendale, California",No,34.1425078,-118.255075,0.0,0.0,2020
"Glendale, California",No,34.1425078,-118.255075,40161.4,27.0,2025
"Glendale, California",Yes,34.1425078,-118.255075,0.0,0.0,2025
"La Crescenta, California",No,34.2286202,-118.2350674,,,2018
"La Crescenta, California",No,34.2286202,-118.2350674,,,2020
"La Crescenta, California",No,34.2286202,-118.2350674,44802.32,35.0,2025
"Agoura Hills, California",No,34.1533395,-118.7616764,,,2018
"Agoura Hills, California",No,34.1533395,-118.7616764,1824687.55,177.0,2018
"Agoura Hills, California",No,34.1533395,-118.7616764,0.0,0.0,2020
"Agoura Hills, California",No,34.1533395,-118.7616764,23862.23,23.0,2025
"Calabasas, California",No,34.1539731,-118.6473801,,,2007
"Calabasas, California",No,34.1539731,-118.6473801,83309.89,16.0,2018
"Calabasas, California",No,34.1539731,-118.6473801,0.0,0.0,2020
"Calabasas, California",No,34.1539731,-118.6473801,261926.77000000002,243.0,2025
"Canoga Park, California",No,34.2083086,-118.5975318,0.0,0.0,2018
"Canoga Park, California",No,34.2083086,-118.5975318,0.0,0.0,2020
"Canoga Park, California",No,34.2083086,-118.5975318,8068.06,1.0,2025
"Canoga Park, California",No,34.2083086,-118.5975318,,,2007
"Canoga Park, California",No,34.2083086,-118.5975318,,,2008
"Canoga Park, California",No,34.2083086,-118.5975318,,,2018
"Canoga Park, California",No,34.2083086,-118.5975318,37668.0,1.0,2018
"Canoga Park, California",No,34.2083086,-118.5975318,0.0,0.0,2020
"Canoga Park, California",No,34.2083086,-118.5975318,25141.12,4.0,2025
"Winnetka, California",No,34.208337,-118.5710684,,,2018
"Winnetka, California",No,34.208337,-118.5710684,,,2018
"Winnetka, California",No,34.208337,-118.5710684,0.0,0.0,2020
"Winnetka, California",No,34.208337,-118.5710684,1540.0,2.0,2025
"West Hills, California",No,34.2082515,-118.6322268,,,2007
"West Hills, California",No,34.2082515,-118.6322268,77823.14,10.0,2018
"West Hills, California",No,34.2082515,-118.6322268,0.0,0.0,2020
"West Hills, California",No,34.2082515,-118.6322268,3080.0,4.0,2025
"West Hills, California",No,34.2082515,-118.6322268,,,2008
"Canoga Park, California",Yes,34.2083086,-118.5975318,,,2025
"Chatsworth, California",No,34.2572378,-118.5973401,,,2007
"Chatsworth, California",No,34.2572378,-118.5973401,21225.7,3.0,2008
"Chatsworth, California",No,34.2572378,-118.5973401,0.0,0.0,2018
"Chatsworth, California",No,34.2572378,-118.5973401,0.0,0.0,2018
"Chatsworth, California",No,34.2572378,-118.5973401,0.0,0.0,2020
"Chatsworth, California",No,34.2572378,-118.5973401,10924.48,4.0,2025
Error,Yes,,,,,2025
"Chatsworth, California",Yes,34.2572378,-118.5973401,,,2025
"Encino, California",No,34.1592881,-118.5011688,,,2018
"Encino, California",No,34.1592881,-118.5011688,0.0,0.0,2020
"Encino, California",No,34.1592881,-118.5011688,46752.64,14.0,2025
"Newbury Park, California",No,34.1805403,-118.9070887,6790.24,2.0,2018
"Newhall, California",No,34.373361,-118.5400404,,,2007
"Newhall, California",No,34.373361,-118.5400404,,,2008
"Newhall, California",No,34.373361,-118.5400404,,,2020
"Newhall, California",No,34.373361,-118.5400404,,,2020
"Newhall, California",No,34.373361,-118.5400404,770.0,1.0,2025
"Northridge, California",No,34.2354576,-118.5361381,0.0,0.0,2020
"Northridge, California",No,34.2354576,-118.5361381,3464.71,5.0,2025
"Northridge, California",No,34.2354576,-118.5361381,,,2008
"Northridge, California",No,34.2354576,-118.5361381,,,2018
"Northridge, California",No,34.2354576,-118.5361381,0.0,0.0,2020
"Northridge, California",No,34.2354576,-118.5361381,2011.99,3.0,2025
"Porter Ranch, California",No,34.27549520000001,-118.5472573,2164.5,1.0,2008
"Porter Ranch, California",No,34.27549520000001,-118.5472573,0.0,0.0,2018
"Porter Ranch, California",No,34.27549520000001,-118.5472573,0.0,0.0,2020
"Porter Ranch, California",No,34.27549520000001,-118.5472573,3227.88,6.0,2025
"Northridge, California",Yes,34.2354576,-118.5361381,,,2025
"Northridge, California",Yes,34.2354576,-118.5361381,,,2025
"Pacoima, California",No,34.2660906,-118.4221196,0.0,0.0,2018
"Pacoima, California",No,34.2660906,-118.4221196,0.0,0.0,2020
"Pacoima, California",No,34.2660906,-118.4221196,22168.46,10.0,2025
"Reseda, California",No,34.2011126,-118.5360205,,,2018
"Reseda, California",No,34.2011126,-118.5360205,0.0,0.0,2020
"Reseda, California",No,34.2011126,-118.5360205,4580.0,5.0,2025
"San Fernando, California",No,34.2819461,-118.4389719,,,2018
"San Fernando, California",No,34.2819461,-118.4389719,,,2018
"San Fernando, California",No,34.2819461,-118.4389719,,,2020
"San Fernando, California",No,34.2819461,-118.4389719,13766.96,9.0,2025
"Sylmar, California",No,34.2994874,-118.4588292,,,2007
"Sylmar, California",No,34.2994874,-118.4588292,2127058.31,153.0,2008
"Sylmar, California",No,34.2994874,-118.4588292,301463.28,28.0,2018
"Sylmar, California",No,34.2994874,-118.4588292,0.0,0.0,2018
"Sylmar, California",No,34.2994874,-118.4588292,0.0,0.0,2020
"Sylmar, California",No,34.2994874,-118.4588292,151496.3,63.0,2025
"North Hills, California",No,34.2356114,-118.4763844,0.0,0.0,2008
"North Hills, California",No,34.2356114,-118.4763844,,,2018
"North Hills, California",No,34.2356114,-118.4763844,,,2018
"North Hills, California",No,34.2356114,-118.4763844,,,2020
"North Hills, California",No,34.2356114,-118.4763844,0.0,0.0,2020
"North Hills, California",No,34.2356114,-118.4763844,13050.0,15.0,2025
"Granada Hills, California",No,34.2793022,-118.502147,300.0,1.0,2008
"Granada Hills, California",No,34.2793022,-118.502147,,,2018
"Granada Hills, California",No,34.2793022,-118.502147,0.0,0.0,2018
"Granada Hills, California",No,34.2793022,-118.502147,0.0,0.0,2020
"Granada Hills, California",No,34.2793022,-118.502147,62473.520000000004,36.0,2025
"Mission Hills, California",No,34.2645694,-118.4673438,,,2018
"Mission Hills, California",No,34.2645694,-118.4673438,,,2018
"Mission Hills, California",No,34.2645694,-118.4673438,0.0,0.0,2020
"Mission Hills, California",No,34.2645694,-118.4673438,5820.0,6.0,2025
"Santa Clarita, California",No,34.3916641,-118.542586,,,2007
"Santa Clarita, California",No,34.3916641,-118.542586,,,2018
"Santa Clarita, California",No,34.3916641,-118.542586,0.0,0.0,2018
"Santa Clarita, California",No,34.3916641,-118.542586,0.0,0.0,2020
"Santa Clarita, California",No,34.3916641,-118.542586,2310.0,3.0,2025
"Canyon Country, California",No,34.4235425,-118.4720633,,,2007
"Canyon Country, California",No,34.4235425,-118.4720633,,,2020
"Canyon Country, California",No,34.4235425,-118.4720633,0.0,0.0,2020
"Canyon Country, California",No,34.4235425,-118.4720633,941.99,1.0,2025
"Sun Valley, California",No,34.2225413,-118.3878208,,,2018
"Sun Valley, California",No,34.2225413,-118.3878208,3210.0,1.0,2020
"Sun Valley, California",No,34.2225413,-118.3878208,33185.740000000005,12.0,2025
"Sun Valley, California",Yes,34.2225413,-118.3878208,,,2025
"Valencia, California",No,34.419837,-118.5627013,0.0,0.0,2020
"Valencia, California",No,34.419837,-118.5627013,8770.0,11.0,2025
"Valencia, California",No,34.419837,-118.5627013,,,2008
"Valencia, California",No,34.419837,-118.5627013,0.0,0.0,2018
"Valencia, California",No,34.419837,-118.5627013,0.0,0.0,2020
"Valencia, California",No,34.419837,-118.5627013,1840.0,2.0,2025
"Tarzana, California",No,34.1722605,-118.5447573,,,2018
"Tarzana, California",No,34.1722605,-118.5447573,,,2018
"Tarzana, California",No,34.1722605,-118.5447573,0.0,0.0,2020
"Tarzana, California",No,34.1722605,-118.5447573,17085.87,10.0,2025
"Thousand Oaks, California",No,34.1761133,-118.8487793,,,2007
"Thousand Oaks, California",No,34.1761133,-118.8487793,,,2018
"Thousand Oaks, California",No,34.1761133,-118.8487793,0.0,0.0,2018
"Westlake Village, California",No,34.1466467,-118.8073729,127804.11,15.0,2018
"Westlake Village, California",No,34.1466467,-118.8073729,,,2020
"Westlake Village, California",No,34.1466467,-118.8073729,0.0,0.0,2025
"Thousand Oaks, California",No,34.1761133,-118.8487793,0.0,0.0,2018
"Thousand Oaks, California",No,34.1761133,-118.8487793,68201.09,5.0,2018
"Thousand Oaks, California",No,34.1761133,-118.8487793,,,2020
"Thousand Oaks, California",No,34.1761133,-118.8487793,,,2020
"Thousand Oaks, California",No,34.1761133,-118.8487793,0.0,0.0,2025
"Woodland Hills, California",No,34.1685035,-118.6058267,,,2018
"Woodland Hills, California",No,34.1685035,-118.6058267,0.0,0.0,2018
"Woodland Hills, California",No,34.1685035,-118.6058267,3210.0,1.0,2020
"Woodland Hills, California",No,34.1685035,-118.6058267,119933.70999999999,123.0,2025
"Woodland Hills, California",No,34.1685035,-118.6058267,,,2007
"Woodland Hills, California",No,34.1685035,-118.6058267,0.0,0.0,2018
"Woodland Hills, California",No,34.1685035,-118.6058267,0.0,0.0,2020
"Woodland Hills, California",No,34.1685035,-118.6058267,37040.01,29.0,2025
"Oak Park, California",No,34.1791715,-118.7628685,87063.62,4.0,2018
"Oak Park, California",No,34.1791715,-118.7628685,,,2020
"Santa Clarita, California",Yes,34.3916641,-118.542586,,,2025
"Stevenson Ranch, California",No,34.3931105,-118.5907538,,,2007
"Stevenson Ranch, California",No,34.3931105,-118.5907538,,,2018
"Stevenson Ranch, California",No,34.3931105,-118.5907538,0.0,0.0,2020
"Stevenson Ranch, California",No,34.3931105,-118.5907538,2140.0,2.0,2025
"Castaic, California",No,34.4890363,-118.6256552,,,2007
"Castaic, California",No,34.4890363,-118.6256552,,,2018
"Castaic, California",No,34.4890363,-118.6256552,0.0,0.0,2018
"Castaic, California",No,34.4890363,-118.6256552,0.0,0.0,2020
"Castaic, California",No,34.4890363,-118.6256552,38500.0,50.0,2025
"Canyon Country, California",No,34.4235425,-118.4720633,,,2007
"Canyon Country, California",No,34.4235425,-118.4720633,,,2008
"Canyon Country, California",No,34.4235425,-118.4720633,,,2018
"Canyon Country, California",No,34.4235425,-118.4720633,0.0,0.0,2020
"Canyon Country, California",No,34.4235425,-118.4720633,770.0,1.0,2025
"Santa Clarita, California",No,34.3916641,-118.542586,,,2007
"Santa Clarita, California",No,34.3916641,-118.542586,,,2008
"Santa Clarita, California",No,34.3916641,-118.542586,0.0,0.0,2020
"Santa Clarita, California",No,34.3916641,-118.542586,15202.0,14.0,2025
"Van Nuys, California",No,34.2012166,-118.466222,,,2018
"Van Nuys, California",No,34.2012166,-118.466222,0.0,0.0,2020
"Van Nuys, California",No,34.2012166,-118.466222,24581.15,10.0,2025
"Panorama City, California",No,34.2215391,-118.4487995,,,2008
"Panorama City, California",No,34.2215391,-118.4487995,0.0,0.0,2018
"Panorama City, California",No,34.2215391,-118.4487995,,,2020
"Panorama City, California",No,34.2215391,-118.4487995,0.0,0.0,2020
"Panorama City, California",No,34.2215391,-118.4487995,54248.74,16.0,2025
"Sherman Oaks, California",No,34.1509272,-118.4486989,,,2020
"Sherman Oaks, California",No,34.1509272,-118.4486989,0.0,0.0,2020
"Sherman Oaks, California",No,34.1509272,-118.4486989,49209.38,13.0,2025
"Van Nuys, California",No,34.2012166,-118.466222,,,2008
"Van Nuys, California",No,34.2012166,-118.466222,0.0,0.0,2018
"Van Nuys, California",No,34.2012166,-118.466222,,,2018
"Van Nuys, California",No,34.2012166,-118.466222,0.0,0.0,2020
"Van Nuys, California",No,34.2012166,-118.466222,19300.47,17.0,2025
"Van Nuys, California",No,34.2012166,-118.466222,,,2008
"Van Nuys, California",No,34.2012166,-118.466222,,,2018
"Van Nuys, California",No,34.2012166,-118.466222,1049.68,1.0,2020
"Van Nuys, California",No,34.2012166,-118.466222,28164.18,19.0,2025
"Van Nuys, California",Yes,34.2012166,-118.466222,,,2025
"Van Nuys, California",No,34.2012166,-118.466222,,,2007
"Van Nuys, California",No,34.2012166,-118.466222,,,2008
"Van Nuys, California",No,34.2012166,-118.466222,,,2018
"Van Nuys, California",No,34.2012166,-118.466222,,,2018
"Van Nuys, California",No,34.2012166,-118.466222,0.0,0.0,2020
"Van Nuys, California",No,34.2012166,-118.466222,1413.98,3.0,2025
"Sherman Oaks, California",Yes,34.1509272,-118.4486989,,,2020
"Sherman Oaks, California",No,34.1509272,-118.4486989,,,2018
"Sherman Oaks, California",No,34.1509272,-118.4486989,0.0,0.0,2018
"Sherman Oaks, California",No,34.1509272,-118.4486989,,,2020
"Sherman Oaks, California",No,34.1509272,-118.4486989,0.0,0.0,2020
"Sherman Oaks, California",No,34.1509272,-118.4486989,27327.71,6.0,2025
"Encino, California",No,34.1592881,-118.5011688,0.0,0.0,2018
"Encino, California",No,34.1592881,-118.5011688,,,2018
"Encino, California",No,34.1592881,-118.5011688,0.0,0.0,2020
"Encino, California",No,34.1592881,-118.5011688,251484.27000000002,298.0,2025
"Burbank, California",No,34.1808392,-118.3089661,,,2018
"Burbank, California",No,34.1808392,-118.3089661,,,2018
"Burbank, California",No,34.1808392,-118.3089661,0.0,0.0,2020
"Burbank, California",No,34.1808392,-118.3089661,34047.32,30.0,2025
"Burbank, California",No,34.1808392,-118.3089661,0.0,0.0,2020
"Burbank, California",No,34.1808392,-118.3089661,16472.64,8.0,2025
"Burbank, California",No,34.1808392,-118.3089661,,,2018
"Burbank, California",No,34.1808392,-118.3089661,,,2020
"Burbank, California",No,34.1808392,-118.3089661,0.0,0.0,2020
"Burbank, California",No,34.1808392,-118.3089661,11952.0,9.0,2025
"Burbank, California",No,34.1808392,-118.3089661,,,2018
"Burbank, California",No,34.1808392,-118.3089661,4116.0,1.0,2020
"Burbank, California",No,34.1808392,-118.3089661,11073.33,7.0,2025
"Burbank, California",No,34.1808392,-118.3089661,,,2018
"Burbank, California",No,34.1808392,-118.3089661,,,2018
"Burbank, California",No,34.1808392,-118.3089661,,,2020
"Burbank, California",No,34.1808392,-118.3089661,10570.0,11.0,2025
"Burbank, California",Yes,34.1808392,-118.3089661,,,2025
"Burbank, California",Yes,34.1808392,-118.3089661,,,2025
Error,Yes,,,,,2020
"North Hollywood, California",No,34.1866635,-118.3877732,,,2017
"North Hollywood, California",No,34.1866635,-118.3877732,,,2018
"North Hollywood, California",No,34.1866635,-118.3877732,0.0,0.0,2020
"North Hollywood, California",No,34.1866635,-118.3877732,57267.57,31.0,2025
"North Hollywood, California",No,34.1866635,-118.3877732,,,2018
"North Hollywood, California",No,34.1866635,-118.3877732,0.0,0.0,2020
"North Hollywood, California",No,34.1866635,-118.3877732,9542.21,5.0,2025
"Studio City, California",No,34.1435864,-118.3952727,0.0,0.0,2018
"Studio City, California",No,34.1435864,-118.3952727,,,2018
"Studio City, California",No,34.1435864,-118.3952727,0.0,0.0,2020
"Studio City, California",No,34.1435864,-118.3952727,11697.97,10.0,2025
"North Hollywood, California",No,34.1866635,-118.3877732,,,2008
"North Hollywood, California",No,34.1866635,-118.3877732,0.0,0.0,2018
"North Hollywood, California",No,34.1866635,-118.3877732,0.0,0.0,2020
"North Hollywood, California",No,34.1866635,-118.3877732,115350.44,44.0,2025
"North Hollywood, California",No,34.1866635,-118.3877732,,,2018
"North Hollywood, California",No,34.1866635,-118.3877732,,,2018
"North Hollywood, California",No,34.1866635,-118.3877732,0.0,0.0,2020
"North Hollywood, California",No,34.1866635,-118.3877732,37403.520000000004,43.0,2025
"Valley Village, California",No,34.1648781,-118.3965123,,,2018
"Valley Village, California",No,34.1648781,-118.3965123,0.0,0.0,2020
"Valley Village, California",No,34.1648781,-118.3965123,24686.93,10.0,2025
"Studio City, California",Yes,34.1435864,-118.3952727,,,2025
"Rancho Cucamonga, California",No,34.10639889999999,-117.5931084,,,2007
"Rancho Cucamonga, California",No,34.10639889999999,-117.5931084,0.0,0.0,2020
"Azusa, California",No,34.1336186,-117.9075627,,,2020
"Azusa, California",No,34.1336186,-117.9075627,17805.079999999998,3.0,2020
"Azusa, California",No,34.1336186,-117.9075627,15774.0,9.0,2025
"Baldwin Park, California",No,34.0852868,-117.9608978,0.0,0.0,2020
"Baldwin Park, California",No,34.0852868,-117.9608978,19106.21,3.0,2025
